sample_key,rel_sample_dir,subaction_index,narration_id,hand,reference_mode,ref_idx,sample_dir,reference_frame,label_heatmap_npy,labels_json,npy_sha256,reference_sha256,status,backend_final,final_policy,qc_passed_final,path_final,path_mask,mask_area_ratio,skin_ratio_after_final,boundary_delta_final,overlap_heatmap_top,overlap_crop150,inpaint_on_label_region,redraw_selfcheck_max_diff,path_overlay_inpainted,path_affordance_inpainted,tier
subaction_17_P01_109_17__episode_01_left__frame_001422_left,subaction_17_P01_109_17/episode_01_left/frame_001422_left,17,P01_109_17,left,active_hand_invisible_pre_contact,1420,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/labels.json,56a82f64aa0b03591dd9d3bf5c8d2a6957ba0a6696feafdd3674d52732070e6e,8d12aac4429397db2c5cbca635f66386cb5ab1bc52100254d11f3fb914816f74,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/reference_hand_mask.png,0.0138260690789473,0.3150684931506849,0.0,0.0,0.0,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/vrb_style_affordance_inpainted.png,B
subaction_18_P01_109_18__episode_01_right__frame_001496_right,subaction_18_P01_109_18/episode_01_right/frame_001496_right,18,P01_109_18,right,active_hand_invisible_pre_contact,1467,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/labels.json,e2808364d06cb62faffd022d0a544994c6cb830aa72b5ade5de32d91071e3d11,ea970a285e0340588395e5f5058491dee67ca79bfb0036398659603aa22843f6,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/reference_hand_mask.png,0.0305818256578947,0.7627952755905512,0.0,0.0,0.0907555555555555,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/vrb_style_affordance_inpainted.png,B
subaction_20_P01_109_20__episode_01_left__frame_001827_left,subaction_20_P01_109_20/episode_01_left/frame_001827_left,20,P01_109_20,left,active_hand_invisible_pre_contact,1826,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/labels.json,708a62717e5cbbc51dbbde94bfe8a30b6bf6307b7ab73a27c2ae2b86eeb8c90e,45ec5ff355f892948f13e645ae9d81968f6b87b061277b16b59f67337be3bb9f,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/reference_hand_mask.png,0.0287571957236842,0.6117339312406577,0.0,0.8442105263157895,0.1492,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/vrb_style_affordance_inpainted.png,B
subaction_21_P01_109_21__episode_01_left__frame_002088_left,subaction_21_P01_109_21/episode_01_left/frame_002088_left,21,P01_109_21,left,active_hand_invisible_pre_contact,2087,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/labels.json,c72bcd740fb908ac9c0260c6bd653324666ed0a0599fcd558669142a9d6a8145,e0e72b9fb0fe2261443e6621aa6ee24d98aa419e975a611d6c3b4adb8b70d5b7,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/reference_hand_mask.png,0.0,,,0.0,0.0,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/vrb_style_affordance_inpainted.png,B
subaction_22_P01_109_22__episode_01_right__frame_002142_right,subaction_22_P01_109_22/episode_01_right/frame_002142_right,22,P01_109_22,right,active_hand_invisible_pre_contact,2140,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/labels.json,326ea8a418700637285d8dd49cb44cbc7ee10bd20b90165e9bb7e1923f957608,104441b68be27afde3b86a9178faf22ceb94e71810332b8701603cb4258fc41b,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/reference_hand_mask.png,0.0,,,0.0,0.0,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/vrb_style_affordance_inpainted.png,B
subaction_23_P01_109_23__episode_01_right__frame_002214_right,subaction_23_P01_109_23/episode_01_right/frame_002214_right,23,P01_109_23,right,active_hand_invisible_pre_contact,2211,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/labels.json,bb6e9ad6acbcad1c7693d3fd22377dec2ab97c158109d78406dd344fde43bb1f,3d222b712614cd40949c585ca8605bb20925cea375da15d996798f59fc2672c9,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/reference_hand_mask.png,0.1077131304824561,0.9241635031341044,0.0,0.972027972027972,0.3883555555555555,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/vrb_style_affordance_inpainted.png,B
subaction_24_P01_109_24__episode_01_left__frame_002325_left,subaction_24_P01_109_24/episode_01_left/frame_002325_left,24,P01_109_24,left,active_hand_invisible_pre_contact,2311,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/labels.json,b3cba5dc0f2932f0fc324d5e785ad52b05cd8aaa77b865674d0049284db41b21,533c92050f80ac8c8b1a9674b22344f3dcd09f01f821d56fdcfb17f5fef7e04c,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/reference_hand_mask.png,0.0,,,0.0,0.0,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/vrb_style_affordance_inpainted.png,B
subaction_25_P01_109_25__episode_01_right__frame_002341_right,subaction_25_P01_109_25/episode_01_right/frame_002341_right,25,P01_109_25,right,active_hand_invisible_pre_contact,2338,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/labels.json,a4960ea28438af4c6439f7b39ca410f230492afa4acdf98cd5af52a65827b8e0,6dcc2b2e4b613a27c5746fb9f11de04300b4bc828dc2c6f97faf4eb78d2fddbd,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/reference_hand_mask.png,0.0317211485745614,0.959190031152648,0.0,0.0,0.0,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/vrb_style_affordance_inpainted.png,B
subaction_27_P01_109_27__episode_01_right__frame_002468_right,subaction_27_P01_109_27/episode_01_right/frame_002468_right,27,P01_109_27,right,active_hand_invisible_pre_contact,2462,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/labels.json,62a70b4e8c00ad1a19a24884fc38bc38b393ca730e11f4178ac22647bc4c4f96,d886bb168daacb19d869e30b0613f74f43143eb970428996130a2db9b1cd0770,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/reference_hand_mask.png,0.0290056195175438,0.9219913759310074,0.0,0.5020519835841313,0.1504888888888889,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/vrb_style_affordance_inpainted.png,B
subaction_28_P01_109_28__episode_01_right__frame_002484_right,subaction_28_P01_109_28/episode_01_right/frame_002484_right,28,P01_109_28,right,active_hand_invisible_pre_contact,2462,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/labels.json,80f1d80d656d3ab6127989305726b4a9dee165418616b88bfc7cb95e99fa6040,d886bb168daacb19d869e30b0613f74f43143eb970428996130a2db9b1cd0770,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/reference_hand_mask.png,0.0290056195175438,0.9219913759310074,0.0,0.9321428571428572,0.1504888888888889,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/vrb_style_affordance_inpainted.png,B
subaction_29_P01_109_29__episode_01_right__frame_002550_right,subaction_29_P01_109_29/episode_01_right/frame_002550_right,29,P01_109_29,right,active_hand_invisible_pre_contact,2508,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/labels.json,a79eae0e85411566c4c0406d8bb8c36df8a174044c69dc58aa67d1847e55ba1d,e63f8a6ca48ecf39d91dd9779f8d792f8170884098906fcaeab0d114834447a2,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/reference_hand_mask.png,0.0590648985745614,0.8538576903849359,0.0,0.0,0.0667555555555555,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/vrb_style_affordance_inpainted.png,B
subaction_30_P01_109_30__episode_01_left__frame_002708_left,subaction_30_P01_109_30/episode_01_left/frame_002708_left,30,P01_109_30,left,active_hand_invisible_pre_contact,2697,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/labels.json,8c9334337ee61f3d4f18b99f2c951661922f9aa7f527cfb4ca4d940ea3d4029a,fe91dda74fb6264569a53746cd3637b0fe8f550f6965dcd2afc7721548ccd262,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/reference_hand_mask.png,0.0796326754385964,0.8806166347992351,0.0,0.0,0.2174222222222222,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/vrb_style_affordance_inpainted.png,B
subaction_31_P01_109_31__episode_01_left__frame_002968_left,subaction_31_P01_109_31/episode_01_left/frame_002968_left,31,P01_109_31,left,active_hand_invisible_pre_contact,2941,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/labels.json,9e01b30e9a696278a4a8443bb755574283f800a1c4ce2a8c26abed69174cb2b6,a9c5423311da58af89e35c3256a053cfd6fd6a76cf36e5c777d808ac1edde8c0,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/reference_hand_mask.png,0.0962256716008772,0.9611035289530124,0.0,0.0,0.2026666666666666,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/vrb_style_affordance_inpainted.png,B
subaction_32_P01_109_32__episode_01_left__frame_003009_left,subaction_32_P01_109_32/episode_01_left/frame_003009_left,32,P01_109_32,left,active_hand_invisible_pre_contact,2941,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/labels.json,61dfc1ad89a89e986d6a46a7275bfdd81c30632f9c4aa49415045dcd2876b48f,a9c5423311da58af89e35c3256a053cfd6fd6a76cf36e5c777d808ac1edde8c0,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/reference_hand_mask.png,0.0962256716008772,0.6464223045427958,0.0,0.5764497041420118,0.4913777777777778,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/vrb_style_affordance_inpainted.png,B
subaction_33_P01_109_33__episode_01_left__frame_003088_left,subaction_33_P01_109_33/episode_01_left/frame_003088_left,33,P01_109_33,left,active_hand_invisible_pre_contact,3086,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/labels.json,00c6b0feb38de256593250383ca8522e5b4086901f47bfd6ad22115a2a89192b,6dba2ed54af03adf513d2f5148e8998d0a947d414030245df057fa95935c0c13,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/reference_hand_mask.png,0.0,,,0.0,0.0,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/vrb_style_affordance_inpainted.png,B
subaction_34_P01_109_34__episode_01_left__frame_003122_left,subaction_34_P01_109_34/episode_01_left/frame_003122_left,34,P01_109_34,left,active_hand_invisible_pre_contact,3119,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/labels.json,caa5ae0b81cff592eda9655e85262b307ecd773ed54c777a429f06ded8bbf95d,71c37453149c6905cafe07b4032b05bdc85a5c27c8c723156fc519afb0412c3d,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/reference_hand_mask.png,0.0,,,0.0,0.0,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/vrb_style_affordance_inpainted.png,B
subaction_35_P01_109_35__episode_01_left__frame_003356_left,subaction_35_P01_109_35/episode_01_left/frame_003356_left,35,P01_109_35,left,active_hand_invisible_pre_contact,3354,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/labels.json,ce115633ebc50bc1f4d65ac7d6ebc9097e3ee58b090a1b20a4cb7b91d53e64ae,6e50a0b2dbc8f5f5181a7454bda1805790f06ffcd8cc963c8a66d3882d91f965,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/reference_hand_mask.png,0.0366125274122807,0.7049756625202812,0.0,0.0102564102564102,0.1750666666666666,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/vrb_style_affordance_inpainted.png,B
subaction_47_P01_109_47__episode_01_left__frame_004648_left,subaction_47_P01_109_47/episode_01_left/frame_004648_left,47,P01_109_47,left,active_hand_invisible_pre_contact,4636,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/labels.json,86b9f618b2a8ecb7586e67ff7e004a60d2632749a8cf880fe13dbe537f4b4f6e,8ac8be9b3181a38f39e45ebe15de1c5168300c6cfadc127161e9b45b47628ba8,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/reference_hand_mask.png,0.0,,,0.0,0.0,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/vrb_style_affordance_inpainted.png,B
