experiment_id,subaction_index,narration_id,narration,verb,noun,all_nouns,start_frame_0_based,stop_frame_0_based,raw_candidate_count,episode_filtered_candidate_count,deep_run_candidate_count,episode_decision,episode_reason,subaction_new_contact_count,episode_start_frames_0_based,episode_hands
E15,47,P01_109_47,close cupboard,close,cupboard,['cupboard'],4620,4663,26,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,4648,left
E15,48,P01_109_48,put down cutting board,put-down,board:cutting,['board:cutting'],4676,4723,53,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,4692,left
E15,49,P01_109_49,pick up eggs,pick-up,egg,['egg'],4763,4796,68,0,0,continuation_contact_run,contact_present_but_run_started_before_subaction,0,,
E15,50,P01_109_50,put down eggs,put-down,egg,['egg'],4793,4826,54,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,4821,right
E15,51,P01_109_51,move kettle,move,kettle,['kettle'],4831,4866,35,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,4856,left
E15,52,P01_109_52,open drawer,open,drawer,['drawer'],4903,4941,13,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,4907,right
E15,53,P01_109_53,pick up peeler,pick-up,peeler,['peeler'],4937,4980,47,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,4947,right
E15,54,P01_109_54,close drawer,close,drawer,['drawer'],4976,5003,31,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,4978,left
E15,55,P01_109_55,move cutting board,move,board:cutting,['board:cutting'],5013,5048,54,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,5019,left
E15,56,P01_109_56,pick up potato,pick-up,potato,['potato'],5052,5121,112,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,5062,left
E15,57,P01_109_57,move potato,move,potato,['potato'],5081,5093,24,0,0,continuation_contact_run,contact_present_but_run_started_before_subaction,0,,
E15,58,P01_109_58,peel potato,peel,potato,['potato'],5181,9528,8679,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,7132,right
E15,59,P01_109_59,put down potato,put-down,potato,['potato'],9493,9581,178,0,0,continuation_contact_run,contact_present_but_run_started_before_subaction,0,,
E15,60,P01_109_60,put down peeler,put-down,peeler,['peeler'],9585,9606,31,0,0,continuation_contact_run,contact_present_but_run_started_before_subaction,0,,
E15,61,P01_109_61,pick up knife,pick-up,knife,['knife'],9667,9761,3,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,9689,right
E15,62,P01_109_62,grab potato,grab,potato,['potato'],9804,9834,62,0,0,continuation_contact_run,contact_present_but_run_started_before_subaction,0,,
E15,63,P01_109_63,cut potato,cut,potato,['potato'],9830,10124,590,0,0,continuation_contact_run,contact_present_but_run_started_before_subaction,0,,
E15,64,P01_109_64,pick up potato bit,pick-up,bit:potato,['bit:potato'],10118,10182,95,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,10144,left
E15,65,P01_109_65,put down potato bit,put-down,bit:potato,['bit:potato'],10147,10190,59,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,10173,left
E15,66,P01_109_66,move cutting board,move,board:cutting,['board:cutting'],10195,10231,41,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,10197,left
E15,67,P01_109_67,put down knife,put-down,knife,['knife'],10236,10266,21,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,10261,right
E15,68,P01_109_68,pick up knife,pick-up,knife,['knife'],10263,10299,55,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,10269,right
E15,69,P01_109_69,slice potato,slice,potato,['potato'],10296,11899,3179,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,10374,left
E15,70,P01_109_70,put down knife,put-down,knife,['knife'],11913,11934,37,0,0,continuation_contact_run,contact_present_but_run_started_before_subaction,0,,
E15,71,P01_109_71,put down potato slices,put-down,slice:potato,['slice:potato'],11962,11993,23,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,11977,right
E15,72,P01_109_72,pick up potato slices,pick-up,slice:potato,['slice:potato'],12006,12070,130,0,0,continuation_contact_run,contact_present_but_run_started_before_subaction,0,,
E15,73,P01_109_73,put down potato slices,put-down,slice:potato,['slice:potato'],12069,12185,194,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12104,right
E15,74,P01_109_74,pick up potato slices,pick-up,slice:potato,['slice:potato'],12180,12262,131,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12190,left
E15,75,P01_109_75,put down potato slices,put-down,slice:potato,['slice:potato'],12266,12331,71,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12294,right
E15,76,P01_109_76,pick up potato slice,pick-up,slice:potato,['slice:potato'],12324,12390,65,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12325,right
E15,77,P01_109_78,pick up potato slice,pick-up,slice:potato,['slice:potato'],12335,12389,60,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12335,left
E15,78,P01_109_79,put down potato slice,put-down,slice:potato,['slice:potato'],12388,12410,16,0,0,continuation_contact_run,contact_present_but_run_started_before_subaction,0,,
E15,79,P01_109_77,put down potato slice,put-down,slice:potato,['slice:potato'],12389,12416,21,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12411,left
E15,80,P01_109_80,pick up potato slices,pick-up,slice:potato,['slice:potato'],12415,12454,54,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12424,right
E15,81,P01_109_81,put down potato slices,put-down,slice:potato,['slice:potato'],12457,12479,17,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12468,right
E15,82,P01_109_82,pick up potato slice,pick-up,slice:potato,['slice:potato'],12483,12561,143,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12493,right
E15,83,P01_109_83,put down potato slice,put-down,slice:potato,['slice:potato'],12561,12584,45,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12578,right
E15,84,P01_109_84,pick up potato slice,pick-up,slice:potato,['slice:potato'],12633,12666,38,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12634,right
E15,85,P01_109_85,put down potato slice,put-down,slice:potato,['slice:potato'],12669,12691,21,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12679,left
E15,86,P01_109_86,pick up potato slice,pick-up,slice:potato,['slice:potato'],12722,12752,54,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12724,left
E15,87,P01_109_87,put down potato slice,put-down,slice:potato,['slice:potato'],12757,12785,30,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12758,right
E15,88,P01_109_88,pick up knife,pick-up,knife,['knife'],12875,12925,98,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12879,right
E15,89,P01_109_89,cut potato slice,cut,slice:potato,['slice:potato'],12914,13035,241,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,12999,left
E15,90,P01_109_90,put down knife,put-down,knife,['knife'],13024,13054,58,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,13047,right
E15,91,P01_109_91,put down potato slice,put-down,slice:potato,['slice:potato'],13064,13089,34,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,13078,left
E15,92,P01_109_92,pick up potato,pick-up,potato,['potato'],13095,13120,32,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,13108,right
E15,93,P01_109_93,pick up peeler,pick-up,peeler,['peeler'],13125,13154,56,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,13134,right
E15,94,P01_109_94,peel potato,peel,potato,['potato'],13151,15460,4620,0,0,continuation_contact_run,contact_present_but_run_started_before_subaction,0,,
E15,95,P01_109_95,put down potato,put-down,potato,['potato'],15462,15502,80,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,15464,right
E15,96,P01_109_96,pick up peeler blade,pick-up,blade:peeler,['blade:peeler'],15507,15574,132,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,15508,left
E15,97,P01_109_97,fix peeler blade,fix,blade:peeler,['blade:peeler'],15573,15771,389,1,1,new_contact_episode,first_smoothed_contact_run_start_within_subaction,1,15760,left
E15,98,P01_109_98,pick up potato,pick-up,potato,['potato'],15771,15798,56,0,0,continuation_contact_run,contact_present_but_run_started_before_subaction,0,,
E15,99,P01_109_99,peel potato,peel,potato,['potato'],15882,16102,442,0,0,continuation_contact_run,contact_present_but_run_started_before_subaction,0,,
