experiment_id,subaction_index,narration_id,narration,verb,noun,all_nouns,start_frame,stop_frame,clipped_start_frame_0_based,clipped_stop_frame_0_based,candidate_index,frame_0_based,hand,candidate_source,raw_candidate_count,tried_candidate_count,contact_points,active_object_bbox,active_object_selection_score,mask_source_contact,mask_source_reference,tracker_backend,cotracker_init_status,cotracker_init_error,contact_part_prior,contact_part_mask_area,contact_part_mask_area_ratio,reference_part_mask_area,reference_part_mask_area_ratio,part_gate_passed,part_inside_count,part_distance,part_gate_source,part_tracking_point_count,whole_boundary_fallback_point_count,projection_method,articulated_object,final_quality_score,track_point_count,visible_point_count,affine_inlier_count,affine_inlier_ratio,affine_median_residual,projected_contact_inside_mask_count,projected_contact_to_mask_distance,reference_mask_area,object_track_status,object_track_length,object_track_confidence,track_break_reason,ref_idx,ref_selection_reason,reference_gap,projection_source,projection_status,projected_contact_inside_count,projected_contact_to_object_distance,reference_hand_overlap_ratio,local_flow_steps,local_flow_fb_error,local_flow_points,local_flow_inliers,local_flow_inlier_ratio,local_flow_weighted_residual,trajectory_status,status,fail_reason,sample_score,sample_dir,best_sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,trajectory_points,missing_trajectory_count,tracked_reference_object_bbox,label_heatmap_npy,label_heatmap_png,mask_projection_overlay,heatmap_shape,heatmap_mode,arrow_generated,is_final_tuple
E9,10,P01_109_10,pick up beers,pick-up,beer,['beer'],738,845,737.0,844.0,7.0,786.0,left,new_contact_episode,174,9,4,"[200.0, 112.0, 237.0, 165.0]",1.779066173994551,,,,,,,0,,,,,0,,,0,0,,False,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,contact_points_lt5_after_object_boundary_filter,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_10_P01_109_10/candidate_07_frame_000786_left,,,,,,,,,,,,,,False
E9,10,P01_109_10,pick up beers,pick-up,beer,['beer'],738,845,737.0,844.0,8.0,787.0,left,new_contact_episode,174,9,0,"[199.0, 112.0, 237.0, 163.0]",1.7059951548268157,,,,,,,0,,,,,0,,,0,0,,False,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,contact_points_lt5_after_object_boundary_filter,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_10_P01_109_10/candidate_08_frame_000787_left,,,,,,,,,,,,,,False
E9,11,P01_109_11,open freezer,open,freezer,['freezer'],876,1022,875.0,1021.0,0.0,980.0,right,new_contact_episode,141,6,0,,,,,,,,,0,,,,,0,,,0,0,,True,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,missing_hand_or_object_bbox,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_11_P01_109_11/candidate_00_frame_000980_right,,,,,,,,,,,,,,False
E9,11,P01_109_11,open freezer,open,freezer,['freezer'],876,1022,875.0,1021.0,1.0,981.0,right,new_contact_episode,141,6,0,,,,,,,,,0,,,,,0,,,0,0,,True,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,missing_hand_or_object_bbox,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_11_P01_109_11/candidate_01_frame_000981_right,,,,,,,,,,,,,,False
E9,11,P01_109_11,open freezer,open,freezer,['freezer'],876,1022,875.0,1021.0,2.0,982.0,right,new_contact_episode,141,6,0,,,,,,,,,0,,,,,0,,,0,0,,True,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,missing_hand_or_object_bbox,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_11_P01_109_11/candidate_02_frame_000982_right,,,,,,,,,,,,,,False
E9,11,P01_109_11,open freezer,open,freezer,['freezer'],876,1022,875.0,1021.0,3.0,1006.0,right,new_contact_episode,141,6,0,,,,,,,,,0,,,,,0,,,0,0,,True,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,missing_hand_or_object_bbox,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_11_P01_109_11/candidate_03_frame_001006_right,,,,,,,,,,,,,,False
E9,11,P01_109_11,open freezer,open,freezer,['freezer'],876,1022,875.0,1021.0,4.0,1007.0,right,new_contact_episode,141,6,0,,,,,,,,,0,,,,,0,,,0,0,,True,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,missing_hand_or_object_bbox,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_11_P01_109_11/candidate_04_frame_001007_right,,,,,,,,,,,,,,False
E9,11,P01_109_11,open freezer,open,freezer,['freezer'],876,1022,875.0,1021.0,5.0,1008.0,right,new_contact_episode,141,6,0,,,,,,,,,0,,,,,0,,,0,0,,True,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,missing_hand_or_object_bbox,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_11_P01_109_11/candidate_05_frame_001008_right,,,,,,,,,,,,,,False
E9,12,P01_109_12,open drawer,open,drawer,['drawer'],1045,1123,1044.0,1122.0,0.0,1070.0,left,new_contact_episode,132,3,63,"[50.0, 173.0, 145.0, 250.0]",3.052351121769485,grabcut_fallback,bbox_fallback,fallback_lk,failed,ModuleNotFoundError:No module named 'torch',panel_edge_or_handle,3012,0.8051323175621492,2268.0,0.31671554252199413,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,1.0,36,36,36,1.0,0.12381590902805328,5,0.0,7161.0,success,361,0.4161993224435197,,1068.0,earliest_reliable_tracked_reference_no_pre_gap,2.0,contact_part_local_affine,success,5,0.0,0.0,,,,,,,success,keep,,6.452785522729158,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_00_frame_001070_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_00_frame_001070_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_00_frame_001070_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_00_frame_001070_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_00_frame_001070_left/vrb_style_affordance.png,6.0,0.0,"[50.11, 174.39, 142.64, 250.96]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_00_frame_001070_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_00_frame_001070_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_00_frame_001070_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E9,12,P01_109_12,open drawer,open,drawer,['drawer'],1045,1123,1044.0,1122.0,1.0,1071.0,left,new_contact_episode,132,3,55,"[50.0, 171.0, 144.0, 248.0]",3.0710273817609415,grabcut_fallback,bbox_fallback,fallback_lk,failed,ModuleNotFoundError:No module named 'torch',panel_edge_or_handle,3041,0.8225588314849879,2366.0,0.3304007820136852,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,1.0,36,36,36,1.0,0.14167572557926178,5,0.0,7161.0,success,361,0.4161993224435197,,1068.0,earliest_reliable_tracked_reference_no_pre_gap,3.0,contact_part_local_affine,success,5,0.0,0.0,,,,,,,success,keep,,6.446249728232622,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_01_frame_001071_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_01_frame_001071_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_01_frame_001071_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_01_frame_001071_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_01_frame_001071_left/vrb_style_affordance.png,6.0,0.0,"[50.13, 174.28, 142.54, 250.86]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_01_frame_001071_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_01_frame_001071_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_01_frame_001071_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E9,12,P01_109_12,open drawer,open,drawer,['drawer'],1045,1123,1044.0,1122.0,2.0,1072.0,left,new_contact_episode,132,3,59,"[50.0, 170.0, 145.0, 249.0]",3.0571481151319024,grabcut_fallback,bbox_fallback,fallback_lk,failed,ModuleNotFoundError:No module named 'torch',panel_edge_or_handle,3103,0.8299010430596416,2321.0,0.31655755591925805,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,1.0,36,36,36,1.0,0.06590138375759125,5,0.0,7332.0,success,361,0.4161993224435197,,1071.0,earliest_reliable_tracked_reference_no_pre_gap,1.0,contact_part_local_affine,success,5,0.0,0.03715555555555555,,,,,,,success,keep,,6.436289625153938,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_02_frame_001072_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_02_frame_001072_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_02_frame_001072_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_02_frame_001072_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_02_frame_001072_left/vrb_style_affordance.png,6.0,0.0,"[49.99, 170.98, 144.39, 248.72]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_02_frame_001072_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_02_frame_001072_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_12_P01_109_12/candidate_02_frame_001072_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E9,13,P01_109_13,put beer into drawer,put-into,beer,"['beer', 'drawer']",1139,1353,1138.0,1352.0,0.0,1180.0,right,new_contact_episode,278,12,0,,,,,,,,,0,,,,,0,,,0,0,,True,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,missing_hand_or_object_bbox,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_00_frame_001180_right,,,,,,,,,,,,,,False
E9,13,P01_109_13,put beer into drawer,put-into,beer,"['beer', 'drawer']",1139,1353,1138.0,1352.0,1.0,1181.0,right,new_contact_episode,278,12,0,,,,,,,,,0,,,,,0,,,0,0,,True,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,missing_hand_or_object_bbox,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_01_frame_001181_right,,,,,,,,,,,,,,False
E9,13,P01_109_13,put beer into drawer,put-into,beer,"['beer', 'drawer']",1139,1353,1138.0,1352.0,2.0,1182.0,right,new_contact_episode,278,12,26,"[192.0, 14.0, 258.0, 75.0]",3.847759094275523,grabcut_fallback,bbox_fallback,fallback_lk,failed,ModuleNotFoundError:No module named 'torch',panel_edge_or_handle,2843,0.706159960258321,2848.0,0.7074018877297565,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,0.9963888888888889,36,36,35,0.9722222222222222,0.6278829574584961,5,0.0,4026.0,success,361,0.6928464959274072,,1179.0,pre_contact_gap_tracked_reference,3.0,contact_part_local_affine,success,5,0.0,0.09293333333333334,,,,,,,success,keep,,6.213729479331801,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right/vrb_style_affordance.png,6.0,0.0,"[193.15, 13.24, 258.92, 74.05]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,False,True
E9,13,P01_109_13,put beer into drawer,put-into,beer,"['beer', 'drawer']",1139,1353,1138.0,1352.0,3.0,1201.0,left,new_contact_episode,278,12,39,"[127.0, 142.0, 226.0, 248.0]",2.7240676565933803,grabcut_fallback,bbox_fallback,fallback_lk,failed,ModuleNotFoundError:No module named 'torch',panel_edge_or_handle,3052,0.4289529163738581,2160.0,0.19987045433515313,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,1.0,36,34,34,1.0,0.5680743455886841,5,0.0,10807.0,success,361,0.4161993224435197,,1200.0,pre_contact_gap_tracked_reference,1.0,contact_part_local_affine,success,5,0.0,0.043555555555555556,,,,,,,success,keep,,6.380124436299005,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_03_frame_001201_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_03_frame_001201_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_03_frame_001201_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_03_frame_001201_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_03_frame_001201_left/vrb_style_affordance.png,6.0,0.0,"[124.24, 143.6, 224.66, 250.79]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_03_frame_001201_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_03_frame_001201_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_03_frame_001201_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E9,13,P01_109_13,put beer into drawer,put-into,beer,"['beer', 'drawer']",1139,1353,1138.0,1352.0,4.0,1202.0,left,new_contact_episode,278,12,45,"[128.0, 137.0, 212.0, 246.0]",2.9551057044605384,grabcut_fallback,bbox_fallback,fallback_lk,failed,ModuleNotFoundError:No module named 'torch',panel_edge_or_handle,2791,0.645616470043951,2174.0,0.21614635116325312,True,3,0.0,contact_part_mask,26,0,contact_part_local_affine,True,0.8213888888888887,36,36,35,0.9722222222222222,0.7797106504440308,3,0.0,10058.0,success,361,0.4161993224435197,,1200.0,pre_contact_gap_tracked_reference,2.0,contact_part_local_affine,success,3,0.0,0.043555555555555556,,,,,,,success,keep,,5.500830902708901,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_04_frame_001202_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_04_frame_001202_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_04_frame_001202_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_04_frame_001202_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_04_frame_001202_left/vrb_style_affordance.png,6.0,0.0,"[124.13, 143.81, 218.35, 250.72]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_04_frame_001202_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_04_frame_001202_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_04_frame_001202_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E9,13,P01_109_13,put beer into drawer,put-into,beer,"['beer', 'drawer']",1139,1353,1138.0,1352.0,5.0,1203.0,left,new_contact_episode,278,12,66,"[130.0, 135.0, 209.0, 242.0]",2.9754476774908345,grabcut_fallback,bbox_fallback,fallback_lk,failed,ModuleNotFoundError:No module named 'torch',panel_edge_or_handle,2811,0.6691263984765532,2406.0,0.2392125671107576,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,0.962857142857143,36,35,25,0.7142857142857143,1.310210108757019,5,0.0,10058.0,success,361,0.4161993224435197,,1200.0,pre_contact_gap_tracked_reference,3.0,contact_part_local_affine,success,5,0.0,0.043555555555555556,,,,,,,success,keep,,6.171574649118242,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_05_frame_001203_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_05_frame_001203_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_05_frame_001203_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_05_frame_001203_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_05_frame_001203_left/vrb_style_affordance.png,6.0,0.0,"[124.1, 143.98, 217.77, 250.58]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_05_frame_001203_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_05_frame_001203_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_05_frame_001203_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E9,13,P01_109_13,put beer into drawer,put-into,beer,"['beer', 'drawer']",1139,1353,1138.0,1352.0,6.0,1207.0,right,new_contact_episode,278,12,174,"[136.0, 122.0, 273.0, 249.0]",2.80567519228384,grabcut_fallback,bbox_fallback,fallback_lk,failed,ModuleNotFoundError:No module named 'torch',panel_edge_or_handle,4063,0.4486032902727172,3223.0,0.5579986149584487,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,0.922962962962963,36,27,11,0.4074074074074074,2.1044414043426514,5,0.0,5776.0,success,361,0.4161993224435197,,1118.0,earliest_reliable_tracked_reference_no_pre_gap,89.0,contact_part_local_affine,success,5,0.0,0.04622222222222222,,,,,,,success,keep,,5.472051943054905,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_06_frame_001207_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_06_frame_001207_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_06_frame_001207_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_06_frame_001207_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_06_frame_001207_right/vrb_style_affordance.png,6.0,0.0,"[69.19, 168.77, 144.73, 245.31]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_06_frame_001207_right/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_06_frame_001207_right/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_06_frame_001207_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E9,13,P01_109_13,put beer into drawer,put-into,beer,"['beer', 'drawer']",1139,1353,1138.0,1352.0,7.0,1208.0,right,new_contact_episode,278,12,169,"[139.0, 120.0, 272.0, 246.0]",2.9094249725816517,grabcut_fallback,bbox_fallback,fallback_lk,failed,ModuleNotFoundError:No module named 'torch',panel_edge_or_handle,5861,0.5101401340412569,5670.0,0.32082838227805127,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,0.9927777777777778,36,36,34,0.9444444444444444,1.9539330005645752,5,0.0,17673.0,success,361,0.4161993224435197,,1207.0,earliest_reliable_tracked_reference_no_pre_gap,1.0,contact_part_local_affine,success,5,0.0,0.26986666666666664,,,,,,,success,keep,,5.996693121094173,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_07_frame_001208_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_07_frame_001208_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_07_frame_001208_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_07_frame_001208_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_07_frame_001208_right/vrb_style_affordance.png,6.0,0.0,"[135.6, 121.37, 272.78, 249.7]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_07_frame_001208_right/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_07_frame_001208_right/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_13_P01_109_13/candidate_07_frame_001208_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
